"DateTime","Depth","OXY_oxy"
2020-08-06,4,1.815625
2020-08-06,5,1.265625
2020-08-06,6,1.396875
2020-08-06,7,1.25
2020-08-06,8,1.215625
2020-08-06,9,1.175
2020-08-06,10,1.234375
2020-08-06,11,1.39375
2020-08-12,0.1,177.303125
2020-08-12,1,176.975
2020-08-12,2,180.215625
2020-08-12,3,110.203125
2020-08-12,4,1.23125
2020-08-12,5,1.096875
2020-08-12,6,1.1375
2020-08-12,7,1.175
2020-08-12,8,1.01875
2020-08-12,9,1.303125
2020-08-12,10,1.165625
2020-08-12,11,1.159375
2020-08-20,0.1,169.6125
2020-08-20,1,167.503125
2020-08-20,2,167.69375
2020-08-20,3,44.01875
2020-08-20,4,1.303125
2020-08-20,5,1.096875
2020-08-20,6,1.15
2020-08-20,7,1.309375
2020-08-20,8,1.10625
2020-08-20,9,1.05625
2020-08-20,10,1.20625
2020-08-20,11,1.2125
2020-08-26,0.1,164.9125
2020-08-26,1,165.721875
2020-08-26,2,160.4125
2020-08-26,3,67.028125
2020-08-26,4,1.215625
2020-08-26,5,1.21875
2020-08-26,6,1.121875
2020-08-26,7,1.115625
2020-08-26,8,1.1625
2020-08-26,9,1.065625
2020-08-26,10,1.325
2020-08-26,11,1.328125
2020-09-03,0.1,181.9125
2020-09-03,1,182.728125
2020-09-03,2,188.93125
2020-09-03,3,112.684375
2020-09-03,4,1.85625
2020-09-03,5,1.4875
2020-09-03,6,1.275
2020-09-03,7,1.165625
2020-09-03,8,1.259375
2020-09-03,9,1.15
2020-09-03,10,1.015625
2020-09-03,11,1.240625
2020-09-16,0.1,150.565625
2020-09-16,1,149.58125
2020-09-16,2,150.109375
2020-09-16,3,146.35
2020-09-16,4,0
2020-09-16,5,2.5625
2020-09-16,6,2.0125
2020-09-16,7,1.7375
2020-09-16,8,1.553125
2020-09-16,9,1.51875
2020-09-16,10,1.465625
2020-09-16,11,1.340625
2020-10-01,0.1,183.25
2020-10-01,1,123.296875
2020-10-01,2,136.984375
2020-10-01,3,154.25625
2020-10-01,4,160.053125
2020-10-01,5,47.028125
2020-10-01,6,1.671875
2020-10-01,7,1.55
2020-10-01,8,1.43125
2020-10-01,9,1.221875
2020-10-01,10,1.296875
2020-10-01,11,1.334375
2020-10-14,0.1,288.11875
2020-10-14,1,192.1875
2020-10-14,2,182.653125
2020-10-14,3,204.7375
2020-10-14,4,183.7875
2020-10-14,5,197.059375
2020-10-14,6,139.590625
2020-10-14,7,2.98125
2020-10-14,8,1.871875
2020-10-14,9,1.84375
2020-10-14,10,1.9375
2020-10-14,11,1.8375
2020-10-26,0.1,221.88125
2020-10-26,1,235.36875
2020-10-26,2,261.215625
2020-10-26,3,188.125
2020-10-26,4,178.496875
2020-10-26,5,140.834375
2020-10-26,6,4.76875
2020-10-26,7,2.484375
2020-10-26,8,2.484375
2020-10-26,9,2.4125
2020-10-26,10,2.646875
2020-10-26,11,1.684375
2020-11-10,0.1,281.6875
2020-11-10,1,241.253125
2020-11-10,2,248.615625
2020-11-10,3,219.16875
2020-11-10,4,212.84375
2020-11-10,5,206.578125
2020-11-10,6,199.29375
2020-11-10,7,181.653125
2020-11-10,8,168.215625
2020-11-10,9,151.396875
2020-11-10,10,113.734375
2020-11-10,11,89.125
2021-03-08,0.1,360.13125
2021-03-08,1,354.121875
2021-03-08,2,349.44375
2021-03-08,3,372.090625
2021-03-08,4,376.3625
2021-03-08,5,375.56875
2021-03-08,6,371.9375
2021-03-08,7,376.796875
2021-03-08,8,379.596875
2021-03-08,9,377.61875
2021-03-08,10,377.203125
2021-03-08,11,380.434375
2021-03-31,0.1,324.678125
2021-03-31,1,301.740625
2021-03-31,2,324.35
2021-03-31,3,334.790625
2021-03-31,4,331.203125
2021-03-31,5,323.8
2021-03-31,6,303.528125
2021-03-31,7,284.1
2021-03-31,8,271.203125
2021-03-31,9,271.459375
2021-03-31,10,260.975
2021-03-31,11,260.975
2021-04-05,0.1,279.921875
2021-04-05,1,325.634375
2021-04-05,2,324.559375
2021-04-05,3,320.73125
2021-04-05,4,319.846875
2021-04-05,5,315.9875
2021-04-05,6,313.5875
2021-04-05,7,309.81875
2021-04-05,8,303.18125
2021-04-05,9,299.321875
2021-04-05,10,293.903125
2021-04-05,11,280.20625
2021-05-03,0.1,270.553125
2021-05-03,1,273.0625
2021-05-03,2,275.153125
2021-05-03,3,280.684375
2021-05-03,4,277.45625
2021-05-03,5,190.85625
2021-05-03,6,167.0375
2021-05-03,7,133.00625
2021-05-03,8,87.821875
2021-05-03,9,76.23125
2021-05-03,10,57.0625
2021-05-03,11,53.284375
2021-05-14,0.1,275.709375
2021-05-14,1,279.35
2021-05-14,2,277.725
2021-05-14,3,280.9875
2021-05-14,4,293.7125
2021-05-14,5,233.71875
2021-05-14,6,143.246875
2021-05-14,7,83.5875
2021-05-14,8,36.521875
2021-05-14,9,5.159375
2021-05-14,10,4.8375
2021-05-14,11,4.934375
2021-05-31,0.1,235.125
2021-05-31,1,235.25
2021-05-31,2,243.521875
2021-05-31,3,265.396875
2021-05-31,4,301.46875
2021-05-31,5,243.4
2021-05-31,6,115.625
2021-05-31,7,42.759375
2021-05-31,8,38.059375
2021-05-31,9,37.228125
2021-05-31,10,36.225
2021-05-31,11,35.2625
2021-06-15,0.1,251.875
2021-06-15,1,255.3125
2021-06-15,2,257.1875
2021-06-15,3,256.25
2021-06-15,4,304.375
2021-06-15,5,239.375
2021-06-15,6,120.3125
2021-06-15,7,43.75
2021-06-16,0.1,239.18125
2021-06-16,1,217.79375
2021-06-16,2,255.65
2021-06-16,3,262.9375
2021-06-16,4,287.61875
2021-06-16,5,186.9875
2021-06-16,6,87.51875
2021-06-16,7,44.05
2021-06-16,8,35.8375
2021-06-16,9,31.240625
2021-06-16,10,30.984375
2021-06-16,11,32.44375
2021-06-28,0.1,258.39375
2021-06-28,1,275.015625
2021-06-28,2,284.271875
2021-06-28,3,276.16875
2021-06-28,4,281.18125
2021-06-28,5,116.459375
2021-06-28,6,42.74375
2021-06-28,7,23.525
2021-06-28,8,20.45
2021-06-28,9,18.134375
2021-06-28,10,16.45625
2021-06-28,11,16.753125
2021-07-12,0.1,279.965625
2021-07-12,1,275.2875
2021-07-12,2,282.009375
2021-07-12,3,270.31875
2021-07-12,4,164.384375
2021-07-12,5,51.084375
2021-07-12,6,41.865625
2021-07-12,7,35.025
2021-07-12,8,29.4
2021-07-12,9,25.671875
2021-07-12,10,23.884375
2021-07-12,11,22.446875
2021-07-26,0.1,236.85625
2021-07-26,1,217.99375
2021-07-26,2,257.896875
2021-07-26,3,77.025
2021-07-26,4,44.875
2021-07-26,5,51.515625
2021-07-26,6,46.0875
2021-07-26,7,54.20625
2021-07-26,8,60.146875
2021-07-26,9,60.7125
2021-07-26,10,63.725
2021-07-26,11,63.6625
2021-08-09,0.1,295.625
2021-08-09,1,290.3125
2021-08-09,2,294.375
2021-08-09,3,248.75
2021-08-09,4,26.875
2021-08-23,0.1,280.3125
2021-08-23,1,279.6875
2021-08-23,2,279.0625
2021-08-23,3,275.625
2021-08-23,4,32.8125
2021-08-23,5,6.875
2021-08-23,6,5
2021-08-23,7,4.375
2021-08-23,8,4.375
2021-08-23,9,4.0625
2021-08-23,10,3.4375
2021-08-23,11,3.75
2021-09-06,0.1,272.5
2021-09-06,1,272.8125
2021-09-06,2,271.875
2021-09-06,3,270.625
2021-09-06,4,131.5625
2021-09-06,5,10.3125
2021-09-06,6,6.875
2021-09-06,7,6.5625
2021-09-06,8,5.9375
2021-09-06,9,5.625
2021-09-06,10,5
2021-09-06,11,5
2021-09-21,0.1,240.9375
2021-09-21,1,238.125
2021-09-21,2,233.125
2021-09-21,3,223.75
2021-09-21,4,224.375
2021-09-21,5,14.0625
2021-09-21,6,8.75
2021-09-21,7,7.5
2021-09-21,8,6.25
2021-09-21,9,5.9375
2021-09-21,10,5.9375
2021-09-21,11,5.3125
2021-10-12,0.1,247.1875
2021-10-12,1,249.0625
2021-10-12,2,244.6875
2021-10-12,3,234.0625
2021-10-12,4,225.9375
2021-10-12,5,114.0625
2021-10-12,6,15.9375
2021-10-12,7,9.6875
2021-10-12,8,8.75
2021-10-12,9,8.125
2021-10-12,10,7.8125
2021-10-12,11,7.8125
2021-10-26,0.1,265
2021-10-26,1,265.625
2021-10-26,2,264.375
2021-10-26,3,264.375
2021-10-26,4,263.125
2021-10-26,5,262.8125
2021-10-26,6,262.5
2021-10-26,7,260.9375
2021-10-26,8,261.25
2021-10-26,9,12.8125
2021-10-26,10,11.25
2021-11-09,0.1,291.875
2021-11-09,1,290.625
2021-11-09,2,290.625
2021-11-09,3,290.3125
2021-11-09,4,289.0625
2021-11-09,5,287.5
2021-11-09,6,284.0625
2021-11-09,7,282.8125
2021-11-09,8,280
2021-11-09,9,270.9375
2021-11-09,10,258.75
2021-11-09,11,35
2021-11-22,0.1,353.75
2021-11-22,1,348.125
2021-11-22,2,347.1875
2021-11-22,3,348.125
2021-11-22,4,344.0625
2021-11-22,5,345.3125
2021-11-22,6,345.9375
2021-11-22,7,346.5625
2021-11-22,8,344.6875
2021-11-22,9,345.3125
2021-12-06,0.1,377.8125
2021-12-06,1,376.5625
2021-12-06,2,378.75
2021-12-06,3,375.625
2021-12-06,4,375.9375
2021-12-06,5,375.3125
2021-12-06,6,368.4375
2021-12-06,7,367.8125
2021-12-06,8,365.625
2021-12-06,9,361.25
2021-12-06,10,350
2022-01-26,0.1,389.0625
2022-01-26,1,392.1875
2022-01-26,2,391.25
2022-01-26,3,391.5625
2022-01-26,4,390
2022-01-26,5,387.8125
2022-01-26,6,390
2022-01-26,7,385.3125
2022-01-26,8,386.875
2022-01-26,9,385
2022-01-26,10,376.5625
2022-02-24,0.1,321.734375
2022-02-24,1,367.025
2022-02-24,2,367.69375
2022-02-24,3,367
2022-02-24,4,365.21875
2022-02-24,5,364.621875
2022-02-24,6,364.9875
2022-02-24,7,364.68125
2022-02-24,8,364.15
2022-02-24,9,364.63125
2022-02-24,10,363.446875
2022-02-24,11,363.446875
2022-03-22,0.1,232.8625
2022-03-22,1,241.96875
2022-03-22,2,234.228125
2022-03-22,3,260.15625
2022-03-22,4,255.19375
2022-03-22,5,275.321875
2022-03-22,6,291.015625
2022-03-22,7,276.090625
2022-03-22,8,272.65
2022-03-22,9,252.79375
2022-03-22,10,250.35
2022-03-22,11,250.35
2022-04-12,0.1,279.73125
2022-04-12,1,290.54375
2022-04-12,2,328.15625
2022-04-12,3,324.390625
2022-04-12,4,307.45625
2022-04-12,5,298.128125
2022-04-12,6,276.21875
2022-04-12,7,221.515625
2022-04-12,8,213.175
2022-04-12,9,195.55
2022-04-12,10,78.075
2022-04-12,11,78.075
2022-05-02,0.1,243.215625
2022-05-02,1,284.690625
2022-05-02,2,289.34375
2022-05-02,3,292.3625
2022-05-02,4,298
2022-05-02,5,197.83125
2022-05-02,6,113.140625
2022-05-02,7,17.35
2022-05-02,8,2.23125
2022-05-02,9,2.10625
2022-05-02,10,2.0375
2022-05-02,11,2.0375
